dr5rg6,0.962962964221973
dr5rg2,1.08140844904201
dr5rhd,1.21197080731827
dr5rg3,1.31094338685134
dr72hz,1.51779310102093
dr5ryk,1.53723809417071
dr5rt1,1.58980544681157
dr5ruv,1.72515337860336
dr5ruy,1.82863328353204
dr5ruz,1.92375377114908
dr5rvp,2.01879346438156
dr72hb,2.02880488011488
dr5rux,2.05298599887297
dr5ruu,2.05665903732679
dr5ruw,2.06124259500952
dr72hc,2.08691918591744
dr5ru1,2.10078378213317
dr5ru2,2.10947549150744
dr5ru0,2.1496575926751
dr5rur,2.15629224791416
dr5rz4,2.15647696396765
dr5ru9,2.15912390035713
dr72j0,2.16660592281479
dr5rsr,2.16681386345706
dr72h9,2.17462999797938
dr72h8,2.17876262341273
dr72hf,2.1844830119291
dr5rvn,2.19006395831735
dr5ruq,2.19351180542297
dr5rsp,2.19863500942693
dr5ru8,2.21573121120739
dr72h2,2.22892453723101
dr5rez,2.2299811750667
dr5req,2.24197606305162
dr5rug,2.25211521136847
dr5r3y,2.25365079663418
dr5r80,2.26464841965935
dr5ru6,2.26570927041561
dr5rt0,2.2754076838619
dr72j1,2.29894959098759
dr5rut,2.30273560089137
dr5ru3,2.30296616976496
dr5rum,2.31926165528398
dr5rsx,2.33104794986196
dr5rvj,2.33666933610297
dr5r2p,2.33686390777047
dr5ru5,2.33902167298308
dr5rv5,2.34222319203331
dr5ru4,2.36065548369426
dr5ruf,2.36108933533068
dr5rgf,2.37861148380606
dr5rud,2.38675684986589
dr5rvq,2.39927107413197
dr72jm,2.41111932004851
dr72hd,2.41154667607842
dr5rgc,2.4120559668253
dr5rsj,2.41290175234169
dr5rus,2.42619058164743
dr72jq,2.43302250764813
dr5ryf,2.43375536348559
dr5rue,2.43905970415918
dr72jh,2.44065120035969
dr5rsq,2.4449277698677
dr5ruh,2.44550463251102
dr5rsn,2.44568556423346
dr72j4,2.45387963599467
dr72j5,2.46510407019189
dr72jj,2.46726992316994
dr72j7,2.47192515472107
dr5r3t,2.47666665946168
dr5rey,2.48178972374507
dr72jr,2.50775359826088
dr5ryq,2.50992172323678
dr72j6,2.51387314414811
dr5ryc,2.51394455732583
dr5rsw,2.52499645525853
dr5ry4,2.52640969387738
dr72hg,2.52899814244755
dr72jx,2.53280155130224
dr72j3,2.53292511281806
dr5ru7,2.53935391120846
dr5rsf,2.54983713081659
dr72jk,2.57067253162742
dr5rvs,2.59113773630765
dr5rvh,2.592535948341
dr72he,2.60725167805842
dr5rvt,2.6115695842797
dr5rgb,2.61451185629354
dr5rvr,2.62061406579823
dr5rv7,2.62203120090962
dr5rvf,2.6634656100598
dr72js,2.6688501418112
dr5rt3,2.67137904396892
dr5ruk,2.67451545553669
dr72jt,2.68396185481647
dr72j2,2.68433204329874
dr5ruc,2.69153516638647
dr72jn,2.70025363505195
dr72hu,2.70649553159015
dr5ry5,2.71104797938218
dr5rst,2.7128837846347
dr5rv4,2.71575452083013
dr5rvg,2.72538214812131
dr72jd,2.72557230907951
dr5rmn,2.72694067468204
dr5ryd,2.7275730978605
dr5rss,2.72905880478917
dr5rmz,2.7320742318
dr5rt8,2.75797400380619
dr5rsm,2.75874413259765
dr5rev,2.76316807654945
dr5rt7,2.76511167198584
dr5rmr,2.76564377621855
dr5rky,2.76763198614953
dr72je,2.77176548354398
dr5ry9,2.77463365182585
dr72jb,2.77813829753072
dr5rkv,2.78228532045646
dr5rt9,2.78642857390823
dr72jw,2.78701931562895
dr5rmp,2.79516254715689
dr5rye,2.79593064630719
dr5ryh,2.80340028434345
dr5rsh,2.80449791346324
dr5rmd,2.80686486673516
dr5rtc,2.80857930410268
dr5ry3,2.8171402179196
dr5rvw,2.83527859503026
dr5reu,2.83530425593656
dr5rkz,2.84499596529336
dr5ruj,2.85525140643641
dr5rz5,2.86329383477216
dr72hv,2.87346067830643
dr72mf,2.87360613422988
dr5ryg,2.87440569873268
dr5rmh,2.87633773711788
dr5rv3,2.87660008475827
dr5rys,2.88251428912793
dr5x9s,2.89048672276261
dr5rmy,2.89412088517182
